GPU modelis: GeForce GT 210, Dzinēja ātrums (GPU speed): 589 MHz, Barošanas ligzdas: Nav, Operatīvā atmiņa: 1 GB, Atmiņas tehnoloģija: DDR2, Dzesēšana: Standard Cooler, Cena: 45.16
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2775 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1087.05
GPU modelis: Radeon RX 7900 XTX, Dzinēja ātrums (GPU speed): 2455 MHz, Barošanas ligzdas: 3x 8-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 1087.27
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2640 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1103.39
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2670 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1119.85
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1139.8
GPU modelis: Radeon RX 7900 XTX, Dzinēja ātrums (GPU speed): 2510 MHz, Barošanas ligzdas: 3x 8-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 1146.9
GPU modelis: RTX A4000, Dzinēja ātrums (GPU speed): 1560 MHz, Barošanas ligzdas: 1x 6-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Blower, Cena: 1158.44
GPU modelis: Radeon RX 7900 XTX, Dzinēja ātrums (GPU speed): 2270 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 1171.48
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2760 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1186.99
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2700 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1194.1
GPU modelis: Radeon RX 6950 XT, Dzinēja ātrums (GPU speed): 2116 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 1206.42
GPU modelis: Radeon RX 7900 XTX, Dzinēja ātrums (GPU speed): 2395 MHz, Barošanas ligzdas: 3x 8-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 1212.46
GPU modelis: GeForce RTX 4070 Ti, Dzinēja ātrums (GPU speed): 2700 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Liquid Cooling Solution, Cena: 1218.54
GPU modelis: Quadro RTX 4000, Dzinēja ātrums (GPU speed): 1005 MHz, Operatīvā atmiņa: 8 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 1230.18
GPU modelis: Radeon RX 6900 XT, Dzinēja ātrums (GPU speed): 2105 MHz, Barošanas ligzdas: 3x 8-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 1241.11
GPU modelis: Radeon RX 7900 XTX, Dzinēja ātrums (GPU speed): 2510 MHz, Barošanas ligzdas: 3x 8-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 1268.13
GPU modelis: Radeon RX 7900 XTX, Dzinēja ātrums (GPU speed): 2525 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 1286.66
GPU modelis: Radeon RX 7900 XTX, Dzinēja ātrums (GPU speed): 2330 MHz, Barošanas ligzdas: 3x 8-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 1287.13
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 1313.85
GPU modelis: Quadro RTX 4000, Operatīvā atmiņa: 8 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Standard Cooler, Cena: 1327.91
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1340.87
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2520 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 1357.36
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2535 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 1361.74
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 1365.88
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1374.07
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2565 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1396.29
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 1397.37
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2565 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1403.78
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2535 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1405.84
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1433.26
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1437.59
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1439.18
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 1460.68
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2535 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1466.44
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2520 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1557.21
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2595 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1595.79
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2565 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Water Block Only, Cena: 1623.85
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2505 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1701.06
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2625 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 1737.23
GPU modelis: RTX 4000 SFF, Dzinēja ātrums (GPU speed): Nav norādīts, Barošanas ligzdas: Nav, Operatīvā atmiņa: 20 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Blower, Cena: 1738.52
GPU modelis: GeForce RTX 4080, Dzinēja ātrums (GPU speed): 2565 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Water Block Only, Cena: 1783.41
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2520 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2177.66
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2204.79
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2520 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 2222.74
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2595 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2227.53
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2520 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2277.61
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2535 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2303.93
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2595 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2327.28
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2550 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Standard Cooler, Cena: 2328.07
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2535 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 2337.25
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2625 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2338.37
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2565 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2338.37
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2625 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Liquid Cooling Solution, Cena: 2369.48
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2535 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2394.99
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2550 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2410.0
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2565 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2416.49
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2535 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2423.16
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2580 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2424.56
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2235 MHz, Barošanas ligzdas: 3x 8-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Liquid Cooling Solution, Cena: 2476.52
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2520 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2488.05
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2550 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2523.16
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2520 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2526.77
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2565 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Liquid Cooling Solution, Cena: 2528.32
GPU modelis: RTX A5000, Dzinēja ātrums (GPU speed): 1695 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Blower, Cena: 2536.22
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2610 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2543.34
GPU modelis: Tesla T4, Dzinēja ātrums (GPU speed): 1590 MHz, Barošanas ligzdas: Nav, Operatīvā atmiņa: 16 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Passive, Cena: 2582.54
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2550 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 2613.17
GPU modelis: Radeon RX 6700 XT, Dzinēja ātrums (GPU speed): 2424 MHz, Barošanas ligzdas: 1x 8-pin + 1x 6-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 2659.76
GPU modelis: Radeon RX 6700 XT, Dzinēja ātrums (GPU speed): 2424 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 12 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: High-End Cooler, Cena: 3401.09
GPU modelis: NVIDIA A16, Dzinēja ātrums (GPU speed): 1695 MHz, Barošanas ligzdas: 1x 8-pin, Operatīvā atmiņa: 64GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Passive, Cena: 3665.35
GPU modelis: GeForce RTX 4090, Dzinēja ātrums (GPU speed): 2670 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 24 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: Liquid Cooling Solution, Cena: 3668.35
GPU modelis: GeForce RTX 3070 Ti, Dzinēja ātrums (GPU speed): 1800 MHz, Barošanas ligzdas: 2x 8-pin, Operatīvā atmiņa: 8 GB, Atmiņas tehnoloģija: GDDR6X, Dzesēšana: High-End Cooler, Cena: 3679.41
GPU modelis: RTX A6000, Dzinēja ātrums (GPU speed): 915 MHz, Barošanas ligzdas: 1 x 16-pin, Operatīvā atmiņa: 48 GB, Atmiņas tehnoloģija: GDDR6, Dzesēšana: Blower, Cena: 8062.06
